bron_sbi_code|bron_omschrijving|cbs_sbi_code|q1|q2|q3
77111|Verhuur van personenauto's en lichte bedrijfsauto's (geen operational lease)|77111|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur van personenauto's en lichte bedrijfsauto's (geen operational lease)
77112|Operational lease van personenauto s en lichte bedrijfsauto's|77112|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Operational lease van personenauto's en lichte bedrijfsauto's
77112|Operational lease van personenauto's en lichte bedrijfsauto's|77112|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Operational lease van personenauto's en lichte bedrijfsauto's
7712|Verhuur en lease van vrachtwagens, autobussen, caravans en aanhangwagens|7712|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur en lease van vrachtwagens, autobussen caravans en aanhangwagens
7721|Verhuur van sport- en recreatieartikelen|7721|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur van sport- en recreatieartikelen
7722|Videotheken|7722|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Videotheken
77292|Verhuur van kleding en huishoudelijke artikelen|77292|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur van kleding en huishoudelijke artikelen
77299|Verhuur van overige consumentenartikelen n.e.g.|77299|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur van overige consumentenartikelen (rest)
7731|Verhuur en lease van landbouwmachines en -werktuigen|7731|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur en lease van landbouwmachines en -werktuigen
7732|Verhuur en lease van machines en installaties voor de bouw|7732|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur en lease van machines en installaties voor de bouw
7733|Verhuur en lease van computers en kantoorapparatuur|7733|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur en lease van computers en kantoorapparatuur
7734|Verhuur en lease van schepen|7734|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur en lease van schepen
7735|Verhuur en lease van vliegtuigen|7735|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur en lease van vliegtuigen
77391|Verhuur van automaten|77391|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur van automaten
77399|Verhuur en lease van overige machines en werktuigen en van overige goederen (geen automaten)|77399|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Verhuur en lease van overige machines en werktuigen en van overige goederen neg (geen automaten)
773999|Verhuur en lease van overige machines en werktuigen en van overige goederen n.e.g.||financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|
7740|Lease van niet-financiële immateriële activa|7740|financiële dienstverlening,verhuur van roerend en onroerend goed|verhuur van roerende goederen|Lease van niet-financiële immateriële activa
7810|Arbeidsbemiddeling|7810|zakelijke dienstverlening|arbeidsbemiddeling, uitzendbureaus, uitleenbureaus|Arbeidsbemiddeling
78201|Uitzendbureaus|78201|zakelijke dienstverlening|arbeidsbemiddeling, uitzendbureaus, uitleenbureaus|Uitzendbureaus
78202|Uitleenbureaus|78202|zakelijke dienstverlening|arbeidsbemiddeling, uitzendbureaus, uitleenbureaus|Uitleenbureaus
78203|Banenpools (werkgelegenheidsprojecten)|78203|zakelijke dienstverlening|arbeidsbemiddeling, uitzendbureaus, uitleenbureaus|Banenpools (werkgelegenheidsprojecten)
7830|Payrolling (personeelsbeheer)|7830|zakelijke dienstverlening|arbeidsbemiddeling, uitzendbureaus, uitleenbureaus|Payrolling (personeelsbeheer)
7911|Reisbemiddeling|7911|overige niet hierboven genoemd|overige|Reisbemiddeling
7912|Reisorganisatie|7912|overige niet hierboven genoemd|overige|Reisorganisatoren
7990|Informatieverstrekking op het gebied van toerisme en reserveringsbureaus|7990|overige niet hierboven genoemd|overige|Informatieverstrekking op het gebied van toerisme en reserveringsbureaus
799002|Boekings- en bespreekbureaus||overige niet hierboven genoemd|overige|
8010|Particuliere beveiliging|8010|zakelijke dienstverlening|overige zakelijke dienstverlening|Particuliere beveiliging
8020|Beveiliging via beveiligingssystemen|8020|zakelijke dienstverlening|overige zakelijke dienstverlening|Beveiliging via beveiligingssystemen
8030|Opsporing|8030|zakelijke dienstverlening|overige zakelijke dienstverlening|Opsporing
8110|Facility management|8110|zakelijke dienstverlening|overige zakelijke dienstverlening|Facility management
812|Winning van zand, grind en klei|812|winning van delfstoffen (geen olie en gas)|winning van zand, grind en klei|
8121|Interieurreiniging van gebouwen|8121|zakelijke dienstverlening|overige zakelijke dienstverlening|Interieurreiniging van gebouwen
81221|Glazenwassen|81221|zakelijke dienstverlening|overige zakelijke dienstverlening|Glazenwassers
81222|Schoorsteenvegen|81222|zakelijke dienstverlening|overige zakelijke dienstverlening|Schoorsteenvegers
81229|Overige gespecialiseerde reiniging van gebouwen en industriële reiniging|81229|zakelijke dienstverlening|overige zakelijke dienstverlening|Overige gespecialiseerde reiniging
8129|Overige reiniging|8129|zakelijke dienstverlening|overige zakelijke dienstverlening|Overige reiniging
8130|Landschapsverzorging|8130|zakelijke dienstverlening|overige zakelijke dienstverlening|Landschapsverzorging
8211|Brede administratieve dienstverlening|8211|zakelijke dienstverlening|overige zakelijke dienstverlening|Brede administratieve dienstverlening
8219|Secretariële dienstverlening|8219|zakelijke dienstverlening|overige zakelijke dienstverlening|Secretariële dienstverlening
8220|Callcenters|8220|zakelijke dienstverlening|overige zakelijke dienstverlening|Call centers
8230|Organiseren van congressen en beurzen|8230|zakelijke dienstverlening|overige zakelijke dienstverlening|Organiseren van congressen en beurzen
8291|Kredietinformatie- en incassobureaus|8291|zakelijke dienstverlening|overige zakelijke dienstverlening|Kredietinformatie- en incassobureaus
8292|Pakken, sorteren e.d. in loon|8292|zakelijke dienstverlening|overige zakelijke dienstverlening|Pakken, sorteren e.d. in loon
82991|Veilingen van landbouw-, tuinbouw- en visserijproducten|82991|zakelijke dienstverlening|overige zakelijke dienstverlening|Veilingen van landbouw-, tuinbouw- en visserijproducten
82992|Veilingen van huisraad, kunst, antiek, machines e.d. roerende goederen|82992|zakelijke dienstverlening|overige zakelijke dienstverlening|Veilingen van huisraad, kunst, antiek, machines e.d. roerende goederen
82999|Overige zakelijke dienstverlening n.e.g.|82999|zakelijke dienstverlening|overige zakelijke dienstverlening|Overige zakelijke dienstverlening (rest)
8411|Algemeen overheidsbestuur|8411|overheid, onderwijs, zorg|overheid|Algemeen overheidsbestuur
8412|Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)|8412|overheid, onderwijs, zorg|overheid|Openbaar bestuur op het gebied van gezondheidszorg, onderwijs, cultuur en welzijn (geen sociale verzekeringen)
8413|Openbaar bestuur op het gebied van het bedrijfsleven|8413|overheid, onderwijs, zorg|overheid|Openbaar bestuur op het gebied van het bedrijfsleven
8422|Defensie|8422|overheid, onderwijs, zorg|overheid|Defensie
84231|Rechtspraak|84231|overheid, onderwijs, zorg|overheid|Rechtspraak
84232|Ministerie van Justitie en gevangeniswezen|84232|overheid, onderwijs, zorg|overheid|Ministerie van Justitie en gevangeniswezen
8424|Politie|8424|overheid, onderwijs, zorg|overheid|Politie
8425|Brandweer|8425|overheid, onderwijs, zorg|overheid|Brandweer
8430|Verplichte sociale verzekeringen|8430|overheid, onderwijs, zorg|overheid|Verplichte sociale verzekeringen
85201|Basisonderwijs voor leerplichtigen|85201|overheid, onderwijs, zorg|onderwijs|Basisonderwijs voor leerplichtigen
85202|Speciaal basisonderwijs|85202|overheid, onderwijs, zorg|onderwijs|Speciaal basisonderwijs
85203|Speciaal onderwijs in expertisecentra|85203|overheid, onderwijs, zorg|onderwijs|Speciaal onderwijs in expertisecentra
85311|Havo en vwo|85311|overheid, onderwijs, zorg|onderwijs|Havo en vwo
85312|Voorbereidend middelbaar beroepsonderwijs|85312|overheid, onderwijs, zorg|onderwijs|Voorbereidend middelbaar beroepsonderwijs
85313|Praktijkonderwijs|85313|overheid, onderwijs, zorg|onderwijs|Praktijkonderwijs
85314|Brede scholengemeenschappen voor voortgezet onderwijs|85314|overheid, onderwijs, zorg|onderwijs|Brede scholengemeenschappen voor voortgezet onderwijs
85321|Middelbaar beroepsonderwijs|85321|overheid, onderwijs, zorg|onderwijs|Middelbaar beroepsonderwijs
85322|Educatie|85322|overheid, onderwijs, zorg|onderwijs|Educatie
85323|Middelbaar beroepsonderwijs en educatie (gecombineerd)|85323|overheid, onderwijs, zorg|onderwijs|Middelbaar beroepsonderwijs en educatie (gecombineerd)
8541|Niet-universitair hoger onderwijs|8541|overheid, onderwijs, zorg|onderwijs|Niet-universitair hoger onderwijs
8542|Universitair hoger onderwijs|8542|overheid, onderwijs, zorg|onderwijs|Universitair hoger onderwijs
85511|Zeil- en surfscholen|85511|overheid, onderwijs, zorg|onderwijs|Zeil- en surfscholen
85519|Overig sport- en recreatieonderwijs|85519|overheid, onderwijs, zorg|onderwijs|Overig sport- en recreatieonderwijs
85521|Dansscholen|85521|overheid, onderwijs, zorg|onderwijs|Dansscholen
85522|Kunstzinnige vorming van amateurs (geen dansscholen)|85522|overheid, onderwijs, zorg|onderwijs|Kunstzinnige vorming van amateurs (geen dansscholen)
8553|Auto- en motorrijscholen|8553|overheid, onderwijs, zorg|onderwijs|Auto- en motorrijscholen
85591|Afstandsonderwijs|85591|overheid, onderwijs, zorg|onderwijs|Afstandsonderwijs
85592|Bedrijfsopleiding en -training|85592|overheid, onderwijs, zorg|onderwijs|Bedrijfsopleiding en -training
85599|Studiebegeleiding, vorming en onderwijs n.e.g.|85599|overheid, onderwijs, zorg|onderwijs|Studiebegeleiding, vorming en onderwijs (rest)
8560|Dienstverlening voor het onderwijs|8560|overheid, onderwijs, zorg|onderwijs|Dienstverlening voor het onderwijs
86101|Universitair medische centra|86101|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Universitair medische centra
86102|Algemene ziekenhuizen|86102|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Algemene ziekenhuizen
86103|Categorale ziekenhuizen|86103|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Categorale ziekenhuizen
86104|Geestelijke gezondheids- en verslavingszorg met overnachting|86104|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Geestelijke gezondheids- en verslavingszorg met overnachting
8621|Praktijken van huisartsen|8621|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Praktijken van huisartsen
86221|Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie)|86221|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Praktijken van medisch specialisten en medische dagbehandelcentra (geen tandheelkunde of psychiatrie)
86222|Praktijken van psychiaters en dagbehandelcentra voor geestelijke gezondheids- en verslavingszorg|86222|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Praktijken van psychiaters en dagbehandelcentra voor geestelijke gezondheids- en verslavingszorg
86231|Praktijken van tandartsen|86231|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Praktijken van tandartsen
86232|Praktijken van tandheelkundig specialisten|86232|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Praktijken van tandheelkundig specialisten
86911|Praktijken van verloskundigen|86911|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Praktijken van verloskundigen
86912|Praktijken van fysiotherapeuten|86912|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Praktijken van fysiotherapeuten
86913|Praktijken van psychotherapeuten en psychologen|86913|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Praktijken van psychotherapeuten en psychologen
86919|Overige paramedische praktijken (geen fysiotherapie en psychologie) en alternatieve genezers|86919|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Overige paramedische praktijken (geen fysiotherapie of psychologie) en alternatieve genezers
869199|Overige paramedische praktijken (geen fysiotherapie of psychologie) en alternatieve genezers||overheid, onderwijs, zorg|gezondheids- en welzijnszorg|
86921|Gezondheidscentra|86921|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Gezondheidscentra
86922|Arbobegeleiding en reïntegratie|86922|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Arbobegeleiding en re-integratie
86923|Preventieve gezondheidszorg (geen arbobegeleiding)|86923|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Preventieve gezondheidszorg (geen arbobegeleiding)
86924|Medische laboratoria, trombosediensten en overig behandelingsondersteunend onderzoek|86924|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Medische laboratoria, trombosediensten en overig behandelingsondersteunend onderzoek
86925|Ambulancediensten en centrale posten|86925|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Ambulancediensten en centrale posten
86929|Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten|86929|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Samenwerkingsorganen op het gebied van gezondheidszorg en overige gezondheidszorgondersteunende diensten
8710|Verpleeghuizen|8710|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Verpleeghuizen
8720|Huizen en dagverblijven voor verstandelijk gehandicapten en psychiatrische cliënten|8720|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Huizen en dagverblijven voor verstandelijk gehandicapten
87301|Huizen en dagverblijven voor niet-verstandelijk gehandicapten|87301|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Huizen en dagverblijven voor niet-verstandelijk gehandicapten
87302|Verzorgingshuizen|87302|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Verzorgingshuizen
87901|Jeugdzorg met overnachting en dagverblijven voor jeugdzorg|87901|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Jeugdzorg met overnachting en dagverblijven voor jeugdzorg
87902|Maatschappelijk opvang met overnachting|87902|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Maatschappelijk opvang met overnachting
88101|Thuiszorg|88101|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Thuiszorg
88102|Welzijnswerk voor ouderen|88102|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Welzijnswerk voor ouderen
88103|Ondersteuning en begeleiding van gehandicapten|88103|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Ondersteuning en begeleiding van gehandicapten
88911|Kinderopvang|88911|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Kinderopvang
88912|Peuterspeelzaalwerk|88912|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Peuterspeelzaalwerk
88991|Ambulante jeugdzorg|88991|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Ambulante jeugdzorg
88992|Maatschappelijk werk|88992|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Maatschappelijk werk
88993|Lokaal welzijnswerk|88993|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Lokaal welzijnswerk
88999|Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn|88999|overheid, onderwijs, zorg|gezondheids- en welzijnszorg|Overig maatschappelijk advies, gemeenschapshuizen en samenwerkingsorganen op het gebied van welzijn
899|Winning van overige delfstoffen n.e.g.||winning delfstoffen (geen olie en gas)|winning van overige delfstoffen|
90011|Beoefening van podiumkunst|90011|cultuur, sport, recreatie|kunst|Beoefening van podiumkunst
90012|Producenten van podiumkunst|90012|cultuur, sport, recreatie|kunst|Producenten van podiumkunst
90013|Circus en variété|90013|cultuur, sport, recreatie|kunst|Circus en variété
9002|Dienstverlening voor uitvoerende kunst|9002|cultuur, sport, recreatie|kunst|Dienstverlening voor uitvoerende kunsten
9003|Schrijven en overige scheppende kunst|9003|cultuur, sport, recreatie|kunst|Schrijven en overige scheppende kunsten
900301|Journalistiek||cultuur, sport, recreatie|kunst|
900302|Scheppende kunst en documentaire schrijvers||cultuur, sport, recreatie|kunst|
90041|Theaters en schouwburgen|90041|cultuur, sport, recreatie|kunst|Theaters en schouwburgen
90042|Evenementenhallen|90042|cultuur, sport, recreatie|kunst|Evenementenhallen
910|Dienstverlening voor de winning van aardolie en aardgas|910|dienstverl. winning van delfstoffen|dienstverl. winning van aardolie en -gas|
91011|Openbare bibliotheken|91011|cultuur, sport, recreatie|musea, bibliotheken, kunstuitleen|Openbare bibliotheken
91012|Kunstuitleencentra|91012|cultuur, sport, recreatie|musea, bibliotheken, kunstuitleen|Kunstuitleencentra
91019|Overige culturele uitleencentra en openbare archieven|91019|cultuur, sport, recreatie|musea, bibliotheken, kunstuitleen|Overige culturele uitleencentra en openbare archieven
91021|Musea|91021|cultuur, sport, recreatie|musea, bibliotheken, kunstuitleen|Musea
91022|Kunstgalerieën en -expositieruimten|91022|cultuur, sport, recreatie|musea, bibliotheken, kunstuitleen|Kunstgalerieën en –expositieruimten
9103|Monumentenzorg|9103|overige niet hierboven genoemd|overige|Monumentenzorg
91041|Dieren- en plantentuinen, kinderboerderijen|91041|overige niet hierboven genoemd|overige|Dieren- en plantentuinen, kinderboerderijen
91042|Natuurbehoud|91042|overige niet hierboven genoemd|overige|Natuurbehoud
92001|Loterijen en kansspelen (geen amusementsautomaten)|92001|overige niet hierboven genoemd|overige|Loterijen en kansspelen (geen amusementsautomaten)
92009|Exploitatie van amusements- en speelautomaten|92009|overige niet hierboven genoemd|overige|Exploitatie van amusements- en speelautomaten
93111|Zwembaden|93111|cultuur, sport, recreatie|sport|Zwembaden
93112|Sporthallen, sportzalen en gymzalen|93112|cultuur, sport, recreatie|sport|Sporthallen, sportzalen en gymzalen
93113|Sportvelden|93113|cultuur, sport, recreatie|sport|Sportvelden
93119|Overige sportaccommodaties|93119|cultuur, sport, recreatie|sport|Overige sportaccommodaties
93121|Veldvoetbal|93121|cultuur, sport, recreatie|sport|Veldvoetbal
93122|Veldsport in teamverband (geen voetbal)|93122|cultuur, sport, recreatie|sport|Veldsport in teamverband (geen voetbal)
93123|Atletiek|93123|cultuur, sport, recreatie|sport|Atletiek
93124|Tennis|93124|cultuur, sport, recreatie|sport|Tennis
93125|Paardensport en maneges|93125|cultuur, sport, recreatie|sport|Paardensport en maneges
93126|Wielersport|93126|cultuur, sport, recreatie|sport|Wielersport
93127|Auto- en motorsport|93127|cultuur, sport, recreatie|sport|Auto- en motorsport
93128|Wintersport|93128|cultuur, sport, recreatie|sport|Wintersport
93129|Overige buitensport|93129|cultuur, sport, recreatie|sport|Overige buitensport
9313|Fitnesscentra|9313|cultuur, sport, recreatie|sport|Fitnesscentra
93141|Individuele zaalsport|93141|cultuur, sport, recreatie|sport|Individuele zaalsport
93142|Zaalsport in teamverband|93142|cultuur, sport, recreatie|sport|Zaalsport in teamverband
93143|Kracht- en vechtsport|93143|cultuur, sport, recreatie|sport|Kracht- en vechtsport
93144|Bowlen, kegelen, biljarten e.d.|93144|cultuur, sport, recreatie|sport|Bowlen, kegelen, biljarten e.d.
93145|Denksport|93145|cultuur, sport, recreatie|sport|Denksport
93146|Sportscholen|93146|cultuur, sport, recreatie|sport|Sportscholen
93149|Overige binnensport en omnisport|93149|cultuur, sport, recreatie|sport|Overige binnensport en omnisport
93151|Zwem- en onderwatersport|93151|cultuur, sport, recreatie|sport|Zwem- en onderwatersport
93152|Roei-, kano-, zeil- en surfsport e.d.|93152|cultuur, sport, recreatie|sport|Roei-, kano-, zeil- en surfsport e.d.
93191|Beroepssportlieden|93191|cultuur, sport, recreatie|sport|Beroepssportlieden
93192|Hengelsport|93192|cultuur, sport, recreatie|sport|Hengelsport
93193|Verzorgen van vistochten|93193|cultuur, sport, recreatie|sport|Verzorgen van vistochten
93195|Organiseren van sportevenementen|93195|cultuur, sport, recreatie|sport|Organiseren van sportevenementen
93196|Overkoepelende organen en samenwerkings- en adviesorganen op het gebied van sport|93196|cultuur, sport, recreatie|sport|Overkoepelende organen en samenwerkings- en adviesorganen op het gebied van sport
93199|Overige sportactiviteiten n.e.g.|93199|cultuur, sport, recreatie|sport|Overige sportactiviteiten (rest)
93211|Pret- en themaparken|93211|cultuur, sport, recreatie|recreatie|Pret- en themaparken
93212|Kermisattracties|93212|overige niet hierboven genoemd|overige|Kermisattracties
93291|Jachthavens|93291|cultuur, sport, recreatie|sport|Jachthavens
93299|Overige recreatie n.e.g.(geen jachthavens)|93299|overige niet hierboven genoemd|overige|Overige recreatie (rest)(geen jachthavens)
9411|Bedrijfs- en werkgeversorganisaties|9411|overige niet hierboven genoemd|belangenorganisaties|Bedrijfs- en werkgeversorganisaties
9412|Beroepsorganisaties|9412|overige niet hierboven genoemd|belangenorganisaties|Beroepsorganisaties
9420|Werknemersorganisaties|9420|overige niet hierboven genoemd|belangenorganisaties|Werknemersorganisaties
94911|Religieuze organisaties|94911|overige niet hierboven genoemd|idieële organisaties|Religieuze organisaties
94919|Overige levensbeschouwelijke organisaties|94919|overige niet hierboven genoemd|idieële organisaties|Overige levensbeschouwelijke organisaties
9492|Politieke organisaties|9492|overige niet hierboven genoemd|idieële organisaties|Politieke organisaties
94991|Gezelligheidsverenigingen|94991|overige niet hierboven genoemd|overige|Gezelligheidsverenigingen
94992|Hobbyclubs|94992|overige niet hierboven genoemd|hobbyclubs|Hobbyclubs
94993|Steunfondsen (niet op het gebied van welzijnszorg)|94993|overige niet hierboven genoemd|idieële organisaties|Steunfondsen (geen steunfondsen op het gebied van welzijnszorg)
94994|Vriendenkringen op het gebied van cultuur, fanclubs en overige kunstbevordering|94994|overige niet hierboven genoemd|overige|Vriendenkringen op het gebied van cultuur, fanclubs en overige kunstbevordering
94995|Overkoepelende organen en samenwerkings- en adviesorganen (niet op het gebied van gezondheids- en welzijnszorg, sport en recreatie)|94995|overige niet hierboven genoemd|overige|Overkoepelende organen en samenwerkings- en adviesorganen (niet op het gebied van gezondheids- en welzijnszorg, sport en recreatie)
94996|Overige ideële organisaties n.e.g.|94996|overige niet hierboven genoemd|idieële organisaties|Overige ideële organisaties (rest)
94997|Overige belangenbehartiging n.e.g.|94997|overige niet hierboven genoemd|belangenorganisaties|Overige belangenbehartiging (rest)
9511|Reparatie van computers en randapparatuur|9511|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie van computers en randapparatuur
9512|Reparatie van communicatieapparatuur|9512|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie van communicatieapparatuur
9521|Reparatie van consumentenelektronica (geen computers)|9521|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie van consumentenelektronica (geen computers)
9522|Reparatie van elektrische huishoudelijke apparaten|9522|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie van elektrische huishoudelijke apparaten
9523|Reparatie van schoenen en lederwaren|9523|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie van schoenen en lederwaren
9524|Reparatie en stoffering van meubels|9524|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie en stoffering van meubels
952403|Reparatie en stoffering van meubels (geen zit- en bedrijfsmeubels)||productie, installatie, reparatie|reparatie (geen bouw)|
9525|Reparatie van uurwerken en juweliersartikelen|9525|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie van uurwerken en juweliersartikelen
9529|Reparatie van overige consumentenartikelen|9529|productie, installatie, reparatie|reparatie (geen bouw)|Reparatie van overige consumentenartikelen
96011|Wasserijen en linnenverhuur|96011|persoonlijke dienstverlening|overige dienstverlening|Wasserijen en linnenverhuur
96012|Chemische wasserijen en ververijen|96012|persoonlijke dienstverlening|overige dienstverlening|Chemische wasserijen en ververijen
96013|Wassalons en -verzendinrichtingen|96013|persoonlijke dienstverlening|overige dienstverlening|Wassalons en -verzendinrichtingen
96021|Haarverzorging|96021|persoonlijke dienstverlening|kappers|Haarverzorging
96022|Schoonheidsverzorging, pedicures en manicures|96022|persoonlijke dienstverlening|schoonheidsverzorging|Schoonheidsverzorging, pedicures en manicures
96031|Uitvaartverzorging|96031|persoonlijke dienstverlening|uitvaart, crematoria|Uitvaartverzorging
96032|Crematoria, mortuaria en begraafplaatsen|96032|persoonlijke dienstverlening|uitvaart, crematoria|Crematoria, mortuaria en begraafplaatsen
9604|Sauna's, solaria, baden e.d.|9604|persoonlijke dienstverlening|sauna, solaria|Sauna's, solaria, baden e.d.
9609|Overige dienstverlening n.e.g.|9609|persoonlijke dienstverlening|overige dienstverlening|Overige dienstverlening (rest)
9700|Huishoudens als werkgever van huishoudelijk personeel|9700|overige niet hierboven genoemd|overige|Huishoudens als werkgever van huishoudelijk personeel
9810|Niet-gespecificeerde productie van goederen door particuliere huishoudens voor eigen gebruik|9810|productie, installatie, reparatie|productie|Niet-gedifferentieerde productie van goederen door particuliere huishoudens voor eigen gebruik
9820|Niet-gespecificeerde productie van diensten door particuliere huishoudens voor eigen gebruik|9820|productie, installatie, reparatie|productie|Niet-gedifferentieerde productie van diensten door particuliere huishoudens voor eigen gebruik
990|Dienstverlening voor de winning van delfstoffen (geen olie en gas)|990|dienstverlening voor de winning van delfstoffen|dienstverlening voor de winning van delfstoffen (geen olie en gas)|
9900|Extraterritoriale organisaties en lichamen|9900|overige niet hierboven genoemd|overige|Extraterritoriale organisaties en lichamen
