bron_sbi_code|bron_omschrijving|cbs_sbi_code|q1|q2|q3
46331|Groothandel in zuivelproducten en spijsoliën en -vetten|46331|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in zuivelproducten en spijsoliën en -vetten
46332|Groothandel in eieren|46332|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in eieren
4634|Groothandel in dranken (geen zuivel)|4634|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in dranken (geen zuivel)
4635|Groothandel in tabaksproducten en rokersbenodigdheden|4635|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in tabaksproducten en rokersbenodigdheden
4636|Groothandel in suiker, chocolade en suikerwerk|4636|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in suiker, chocolade en suikerwerk
4637|Groothandel in koffie, thee, cacao en specerijen (geen ruwe)|4637|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in koffie, thee, cacao en specerijen (geen ruwe)
46381|Groothandel in snacks|46381|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in snacks
46382|Groothandel in vis, schaal- en weekdieren|46382|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in vis-, schaal- en weekdieren
46383|Gespecialiseerde groothandel in overige voedings- en genotmiddelen n.e.g.|46383|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Gespecialiseerde groothandel in overige voedings- en genotmiddelen (rest)
46384|Groothandel in bakkerijgrondstoffen|46384|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in bakkerijgrondstoffen
46389|Gespecialiseerde groothandel in overige grondstoffen en halffabrikaten voor de voedingsmiddelenindustrie n.e.g.|46389|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Gespecialiseerde groothandel in overige grondstoffen en halffabrikaten voor de voedings- en genotmiddelenindustrie (rest)
4639|Groothandel in voedings- en genotmiddelen algemeen assortiment|4639|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in voedings- en genotmiddelen algemeen assortiment
46411|Groothandel in kledingstoffen en fournituren|46411|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in kledingstoffen en fournituren
46412|Groothandel in huishoudtextiel en beddengoed|46412|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in huishoudtextiel en beddengoed
46421|Groothandel in bovenkleding|46421|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in bovenkleding
46422|Groothandel in werkkleding|46422|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in werkkleding
46423|Groothandel in onderkleding|46423|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in onderkleding
46424|Groothandel in schoenen|46424|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in schoenen
46425|Groothandel in mode-artikelen|46425|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in mode-artikelen
46429|Groothandel in textielwaren algemeen assortiment|46429|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in textielwaren algemeen assortiment
46431|Groothandel in witgoed|46431|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in witgoed
46432|Groothandel in elektrische huishoudelijke apparatuur (geen witgoed, audio en video)|46432|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in elektrische huishoudelijke apparatuur (geen witgoed, audio en video)
46433|Groothandel in audio- en video-apparatuur|46433|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in audio- en video-apparatuur
46434|Groothandel in fotografische artikelen|46434|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in fotografische artikelen
46435|Groothandel in beeld- en geluidsdragers|46435|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in beeld- en geluidsdragers
46436|Groothandel in optische artikelen|46436|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in optische artikelen
46441|Groothandel in glas, porselein en aardewerk|46441|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in glas, porselein en aardewerk
46442|Groothandel in was-, poets- en reinigingsmiddelen|46442|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in was-, poets- en reinigingsmiddelen
4645|Groothandel in parfums en cosmetica|4645|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in parfums en cosmetica
46461|Groothandel in farmaceutische producten|46461|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in farmaceutische producten
46462|Groothandel in medische en tandheelkundige instrumenten, verpleeg- en orthopedische artikelen en laboratoriumbenodigdheden|46462|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in medische en tandheelkundige instrumenten, verpleeg- en orthopedische artikelen en laboratoriumbenodigdheden
46471|Groothandel in huismeubilair|46471|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in huismeubilair
46472|Groothandel in woningtextiel en vloerbedekking|46472|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in woningtextiel en vloerbedekking
46473|Groothandel in verlichtingsartikelen|46473|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in verlichtingsartikelen
4648|Groothandel in juweliersartikelen en uurwerken|4648|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in juweliersartikelen en uurwerken
46491|Groothandel in fietsen en bromfietsen|46491|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in fietsen en bromfietsen
46492|Groothandel in watersportartikelen|46492|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in watersportartikelen
46493|Groothandel in kampeerartikelen (geen caravans)|46493|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in kampeerartikelen (geen caravans)
46494|Groothandel in speelgoed|46494|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in speelgoed
46495|Groothandel in muziekinstrumenten|46495|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in muziekinstrumenten
46496|Groothandel in sportartikelen (geen watersport)|46496|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in sportartikelen (geen watersport)
46497|Groothandel in papier- en kartonwaren (geen verpakkingsmateriaal)|46497|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in papier- en kartonwaren (geen verpakkingsmateriaal)
46498|Groothandel in boeken, tijdschriften en overig drukwerk|46498|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in boeken, tijdschriften en overig drukwerk
46499|Groothandel in overige consumentenartikelen (rest, non-food)|46499|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in overige consumentenartikelen (non-food) (rest)
4651|Groothandel in computers, randapparatuur en software|4651|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in computers, randapparatuur en software
4652|Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen|4652|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in elektronische en telecommunicatieapparatuur en bijbehorende onderdelen
4661|Groothandel in landbouwmachines, werktuigen en tractoren|4661|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in landbouwmachines, werktuigen en tractoren
4662|Groothandel in gereedschapswerktuigen|4662|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in gereedschapswerktuigen
4663|Groothandel in machines voor de bouw|4663|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in machines voor de bouw
4664|Groothandel in machines voor de textielindustrie en in naai- en breimachines|4664|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in machines voor de textielindustrie en in naai- en breimachines
4665|Groothandel in bedrijfsmeubels|4665|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in bedrijfsmeubels
4666|Groothandel in kantoormachines (geen computers)|4666|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in kantoormachines (geen computers)
46681|Groothandel in machines voor de grafische industrie|46681|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in machines voor de grafische industrie
46682|Groothandel in machines voor de voedings- en genotmiddelenindustrie|46682|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in machines voor de voedings- en genotmiddelenindustrie
46691|Groothandel in intern transportmaterieel|46691|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in intern transportmaterieel
46692|Groothandel in machines en apparaten voor de warmte-, koel- en vriestechniek|46692|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in machines en apparaten voor warmte-, koel- en vriestechniek
46693|Groothandel in verbrandingsmotoren, pompen en compressoren|46693|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in verbrandingsmotoren, pompen en compressoren
46694|Groothandel in appendages, technische toebehoren e.d.|46694|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in appendages, technische toebehoren e.d.
46695|Groothandel in meet- en regelapparaten|46695|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in meet- en regelapparaten
46696|Groothandel in emballage|46696|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in emballage
46697|Groothandel in scheepsbenodigdheden en visserij-artikelen|46697|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in scheepsbenodigdheden en visserij-artikelen
46699|Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)|46699|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in overige machines, apparaten en toebehoren voor industrie en handel (rest)
46711|Groothandel in vaste brandstoffen|46711|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in vaste brandstoffen
46712|Groothandel in vloeibare en gasvormige brandstoffen|46712|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in vloeibare en gasvormige brandstoffen
46713|Groothandel in minerale olieproducten (geen brandstoffen)|46713|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in minerale olieproducten (geen brandstoffen)
46721|Groothandel in metaalertsen|46721|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in metaalertsen
46722|Groothandel in ferrometalen en -halffabrikaten|46722|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in ferrometalen en -halffabrikaten
46723|Groothandel in non-ferrometalen en -halffabrikaten|46723|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in non-ferrometalen en -halffabrikaten
46731|Groothandel in hout en plaatmateriaal|46731|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in hout en plaatmateriaal
46732|Groothandel in verf en verfwaren|46732|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in verf en verfwaren
46733|Groothandel in behang|46733|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in behang
46734|Groothandel in vlakglas|46734|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in vlakglas
46735|Groothandel in zand en grind|46735|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in zand en grind
46736|Groothandel in tegels en plavuizen|46736|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in tegels en plavuizen
46737|Groothandel in sanitaire artikelen en sanitair installatiemateriaal|46737|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in sanitaire artikelen en sanitair installatiemateriaal
46738|Groothandel gespecialiseerd in overige bouwmaterialen|46738|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel gespecialiseerd in overige bouwmaterialen
46739|Groothandel in bouwmaterialen algemeen assortiment|46739|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in bouwmaterialen algemeen assortiment
46741|Groothandel in ijzer- en metaalwaren|46741|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in ijzer- en metaalwaren
46742|Groothandel in verwarmingsapparaten|46742|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in verwarmingsapparaten
46751|Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing|46751|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in chemische grondstoffen en chemicaliën voor industriële toepassing
46752|Groothandel in bestrijdingsmiddelen en kunstmeststoffen|46752|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in bestrijdingsmiddelen en kunstmeststoffen
46761|Groothandel in textielgrondstoffen en -halffabrikaten|46761|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in textielgrondstoffen en -halffabrikaten
46762|Groothandel in papier en karton|46762|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in papier en karton
46769|Groothandel in overige intermediaire producten (rest)|46769|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in overige intermediaire producten (rest)
46771|Groothandel in autosloopmateriaal|46771|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in autosloopmateriaal
46772|Groothandel in ijzer- en staalschroot en oude non-ferrometalen|46772|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in ijzer- en staalschroot en oude non-ferrometalen
46779|Groothandel in overige oude materialen en afvalstoffen|46779|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Groothandel in overige oude materialen en afvalstoffen
46901|Niet-gespecialiseerde groothandel in consumentenartikelen|46901|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Niet-gespecialiseerde groothandel in consumentenartikelen
46902|Niet-gespecialiseerde groothandel in niet-consumentenartikelen|46902|handel, vervoer, opslag|groothandel (verkoop aan andere ondernemingen, niet zelf vervaardigd)|Niet-gespecialiseerde groothandel in niet-consumentenartikelen
4711|Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen|4711|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Supermarkten en dergelijke winkels met een algemeen assortiment voedings- en genotmiddelen
47191|Warenhuizen|47191|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Warenhuizen
47192|Winkels met een algemeen assortiment non-food (geen warenhuizen)|47192|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels met een algemeen assortiment non-food (geen warenhuizen)
4721|Winkels in aardappelen, groenten en fruit|4721|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in aardappelen, groenten en fruit
47221|Winkels in vlees en vleeswaren|47221|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in vlees en vleeswaren
47222|Winkels in wild en gevogelte|47222|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in wild en gevogelte
4723|Winkels in vis|4723|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in vis
47241|Winkels in brood en banket|47241|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in brood en banket
47242|Winkels in chocolade en suikerwerk|47242|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in chocolade en suikerwerk
4725|Winkels in dranken|4725|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in dranken
4726|Winkels in tabaksproducten|4726|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in tabaksproducten
47291|Winkels in kaas|47291|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in kaas
47292|Winkels in natuurvoeding en reformartikelen|47292|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in natuurvoeding en reformartikelen
47293|Winkels in buitenlandse voedingsmiddelen|47293|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in buitenlandse voedingsmiddelen
47299|Gespecialiseerde winkels in overige voedings- en genotmiddelen n.e.g.|47299|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Gespecialiseerde winkels in overige voedings- en genotmiddelen (rest)
4730|Benzinestations|4730|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Benzinestations
4741|Winkels in computers, randapparatuur en software|4741|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in computers, randapparatuur en software
4742|Winkels in telecommunicatieapparatuur|4742|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in telecommunicatieapparatuur
47431|Winkels in audio- en videoapparatuur|47431|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in audio- en videoapparatuur
47432|Winkels in een algemeen assortiment van wit- en bruingoed|47432|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in een algemeen assortiment van wit- en bruingoed
47511|Winkels in kledingsstoffen|47511|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in kledingsstoffen
47512|Winkels in huishoudtextiel|47512|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in huishoudtextiel
47513|Winkels in breiwol, handwerken en fournituren|47513|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in breiwol, handwerken en fournituren
47521|Winkels in ijzerwaren en gereedschappen|47521|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in ijzerwaren en gereedschappen
47522|Winkels in verf, verfwaren en behang|47522|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in verf, verfwaren en behang
47523|Winkels in houten bouw- en tuinmaterialen|47523|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in houten bouw- en tuinmaterialen
47524|Winkels in tegels|47524|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in tegels
47525|Winkels in keukens|47525|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in keukens
47526|Winkels in parket-, laminaat- en kurkvloeren|47526|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in parket-, laminaat- en kurkvloeren
47527|Winkels gespecialiseerd in overige doe-het-zelfartikelen|47527|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels gespecialiseerd in overige doe-het-zelfartikelen
47528|Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment|47528|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Bouwmarkten en andere winkels in bouwmaterialen algemeen assortiment
4753|Winkels in vloerbedekking en gordijnen|4753|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in vloerbedekking en gordijnen
47541|Winkels in witgoed|47541|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in witgoed
47542|Winkels in naai- en breimachines|47542|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in naai- en breimachines
47543|Winkels in overige elektrische huishoudelijke apparatuur|47543|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in overige elektrische huishoudelijke apparatuur
47544|Winkels in onderdelen voor elektrische huishoudelijke apparatuur|47544|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in onderdelen voor elektrische huishoudelijke apparatuur
47591|Winkels in meubels|47591|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in meubels
47592|Winkels in verlichtingsartikelen|47592|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in verlichtingsartikelen
47593|Winkels in artikelen voor woninginrichting algemeen assortiment|47593|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in artikelen voor woninginrichting algemeen assortiment
47594|Winkels in muziekinstrumenten|47594|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in muziekinstrumenten
47595|Winkels in glas-, porselein- en aardewerk|47595|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in glas-, porselein- en aardewerk
47596|Winkels gespecialiseerd in overige huishoudelijke artikelen (rest)|47596|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels gespecialiseerd in overige huishoudelijke artikelen (rest)
47597|Winkels in huishoudelijke artikelen algemeen assortiment|47597|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in huishoudelijke artikelen algemeen assortiment
4761|Winkels in boeken|4761|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in boeken
4762|Winkels in kranten, tijdschriften en kantoorbehoeften|4762|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in kranten, tijdschriften en kantoorbehoeften
476203|Winkels in boeken, kranten en tijdschriften, school- en kantoorbehoeften algemeen assortiment||handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|
4763|Winkels in audio- en video-opnamen|4763|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in audio- en video-opnamen
47641|Winkels in fietsen en bromfietsen|47641|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in fietsen en bromfietsen
47642|Winkels in watersportartikelen|47642|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in watersportartikelen
47643|Winkels in sportartikelen (geen watersport)|47643|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in sportartikelen (geen watersport)
47644|Winkels in kampeerartikelen (geen caravans)|47644|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in kampeerartikelen (geen caravans)
4765|Winkels in speelgoed|4765|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in speelgoed
47711|Winkels in herenkleding|47711|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in herenkleding
47712|Winkels in dameskleding|47712|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in dameskleding
47713|Winkels in bovenkleding en mode-artikelen (algemeen assortiment)|47713|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in bovenkleding en mode-artikelen (algemeen assortiment)
47714|Winkels in baby- en kinderkleding|47714|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in baby- en kinderkleding
47715|Winkels in babyartikelen algemeen assortiment|47715|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in babyartikelen algemeen assortiment
47716|Winkels in onderkleding, foundations e.d.|47716|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in onderkleding, foundations e.d.
47717|Winkels in mode-artikelen|47717|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in mode-artikelen
47718|Textielsupermarkten|47718|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Textielsupermarkten
47721|Winkels in schoenen|47721|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in schoenen
47722|Winkels in lederwaren en reisartikelen|47722|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in lederwaren en reisartikelen
4773|Apotheken|4773|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Apotheken
47741|Winkels in drogisterij-artikelen|47741|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in drogisterij-artikelen
47742|Winkels in medische en orthopedische artikelen|47742|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in medische en orthopedische artikelen
4775|Winkels in parfums en cosmetica|4775|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in parfums en cosmetica
47761|Winkels in bloemen en planten, zaden en tuinbenodigdheden|47761|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Winkels in bloemen en planten, zaden en tuinbenodigdheden
47762|Tuincentra|47762|handel, vervoer, opslag|detailhandel (verkoop aan consumenten, niet zelf vervaardigd)|Tuincentra
